,exp_path,batch_size,bn,cpu,device,dropout,dropout_rate,epochs,exp_no,gamma,kfold,loss_fn,lr,model,note,optim,scheduler,step_size,0.0 f1-score,0.0 precision,0.0 recall,0.0 support,1.0 f1-score,1.0 precision,1.0 recall,1.0 support,accuracy,macro avg f1-score,macro avg precision,macro avg recall,macro avg support,weighted avg f1-score,weighted avg precision,weighted avg recall,weighted avg support,conv_blocks,filters,hidden_layers,hidden_units,kernel_size
935,..\experiments\184,256,FALSE,FALSE,0,FALSE,0.5,100,184,0.1,5,bce,0.001,xgboost,,adam,FALSE,32,0.929578202,0.910461971,0.949715993,413.8,0.832373185,0.876741425,0.793024328,186.2,0.901,0.880975693,0.893601698,0.871370161,600,0.899556226,0.900393841,0.901,600,,,,,
402,..\experiments\136,256,FALSE,FALSE,0,FALSE,0.5,300,136,0.1,5,bce,0.01,dense_ohe,,adam,TRUE,50,0.970440886,0.966170869,0.974848679,413.8,0.932663054,0.942855685,0.923207428,186.2,0.959,0.95155197,0.954513277,0.949028053,600,0.958849086,0.959017941,0.959,600,,,,,
413,..\experiments\137,256,FALSE,FALSE,0,FALSE,0.5,300,137,0.5,5,bce,0.01,dense_ohe,,adam,TRUE,50,0.970200317,0.966177113,0.974380295,413.8,0.932122428,0.94184043,0.923246179,186.2,0.958666667,0.951161373,0.954008772,0.948813237,600,0.958518205,0.958733508,0.958666667,600,,,,,
424,..\experiments\138,256,FALSE,FALSE,0,FALSE,0.5,300,138,0.1,5,bce,0.01,dense_ohe,,adam,TRUE,100,0.970200317,0.966177113,0.974380295,413.8,0.932122428,0.94184043,0.923246179,186.2,0.958666667,0.951161373,0.954008772,0.948813237,600,0.958518205,0.958733508,0.958666667,600,,,,,
435,..\experiments\139,256,FALSE,FALSE,0,FALSE,0.5,300,139,0.5,5,bce,0.01,dense_ohe,,adam,TRUE,100,0.970200317,0.966177113,0.974380295,413.8,0.932122428,0.94184043,0.923246179,186.2,0.958666667,0.951161373,0.954008772,0.948813237,600,0.958518205,0.958733508,0.958666667,600,,,,,
1748,..\experiments\38,256,FALSE,FALSE,0,FALSE,0.5,128,38,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.967735962,0.964046599,0.971543729,413.8,0.9270311,0.935089948,0.91957201,186.2,0.955333333,0.947383531,0.949568273,0.94555787,600,0.955207722,0.955347267,0.955333333,600,,,,,
1759,..\experiments\39,256,FALSE,FALSE,0,FALSE,0.8,128,39,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.967735962,0.964046599,0.971543729,413.8,0.9270311,0.935089948,0.91957201,186.2,0.955333333,0.947383531,0.949568273,0.94555787,600,0.955207722,0.955347267,0.955333333,600,,,,,
458,..\experiments\141,256,FALSE,FALSE,0,FALSE,0.5,300,141,0.5,5,bce,0.001,dense_ohe,,adam,TRUE,50,0.967602377,0.962256172,0.973080516,413.8,0.925917367,0.93767533,0.914801318,186.2,0.955,0.946759872,0.949965751,0.943940917,600,0.954853735,0.954999773,0.955,600,,,,,
469,..\experiments\142,256,FALSE,FALSE,0,FALSE,0.5,300,142,0.1,5,bce,0.001,dense_ohe,,adam,TRUE,100,0.967602377,0.962256172,0.973080516,413.8,0.925917367,0.93767533,0.914801318,186.2,0.955,0.946759872,0.949965751,0.943940917,600,0.954853735,0.954999773,0.955,600,,,,,
735,..\experiments\166,256,FALSE,FALSE,0,FALSE,0.5,64,166,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.967218736,0.967598853,0.966863846,413.8,0.926200595,0.924988031,0.927530366,186.2,0.954666667,0.946709665,0.946293442,0.947197106,600,0.954703975,0.954794698,0.954666667,600,,,,,
746,..\experiments\167,256,FALSE,FALSE,0,FALSE,0.8,64,167,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.967218736,0.967598853,0.966863846,413.8,0.926200595,0.924988031,0.927530366,186.2,0.954666667,0.946709665,0.946293442,0.947197106,600,0.954703975,0.954794698,0.954666667,600,,,,,
1771,..\experiments\40,256,TRUE,FALSE,0,TRUE,0.5,128,40,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.966062204,0.983556066,0.949618922,413.8,0.928345425,0.89627148,0.964709936,186.2,0.954,0.947203815,0.939913773,0.957164429,600,0.954557686,0.957132651,0.954,600,,,,,
480,..\experiments\143,256,FALSE,FALSE,0,FALSE,0.5,300,143,0.5,5,bce,0.001,dense_ohe,,adam,TRUE,100,0.967359437,0.962245992,0.972600899,413.8,0.92538771,0.936595256,0.914801318,186.2,0.954666667,0.946373574,0.949420624,0.943701109,600,0.954523346,0.954663275,0.954666667,600,,,,,
447,..\experiments\140,256,FALSE,FALSE,0,FALSE,0.5,300,140,0.1,5,bce,0.001,dense_ohe,,adam,TRUE,50,0.967107842,0.96128637,0.973066972,413.8,0.924900082,0.937528867,0.912905584,186.2,0.954333333,0.946003962,0.949407619,0.942986278,600,0.954169325,0.954301483,0.954333333,600,,,,,
1837,..\experiments\46,256,FALSE,FALSE,0,FALSE,0.5,128,46,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.967025199,0.96172821,0.972514838,413.8,0.925349485,0.937039369,0.914618397,186.2,0.954333333,0.946187342,0.949383789,0.943566617,600,0.954160037,0.954417748,0.954333333,600,,,,,
1848,..\experiments\47,256,FALSE,FALSE,0,FALSE,0.8,128,47,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.967025199,0.96172821,0.972514838,413.8,0.925349485,0.937039369,0.914618397,186.2,0.954333333,0.946187342,0.949383789,0.943566617,600,0.954160037,0.954417748,0.954333333,600,,,,,
1926,..\experiments\54,256,FALSE,FALSE,0,FALSE,0.5,128,54,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.964909931,0.959885655,0.970111308,413.8,0.92015843,0.931494848,0.909739507,186.2,0.951333333,0.94253418,0.945690252,0.939925407,600,0.951156938,0.951385974,0.951333333,600,,,,,
1937,..\experiments\55,256,FALSE,FALSE,0,FALSE,0.8,128,55,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.964909931,0.959885655,0.970111308,413.8,0.92015843,0.931494848,0.909739507,186.2,0.951333333,0.94253418,0.945690252,0.939925407,600,0.951156938,0.951385974,0.951333333,600,,,,,
1704,..\experiments\34,256,TRUE,FALSE,0,FALSE,0.5,128,34,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.961272644,0.960270097,0.962491891,413.8,0.912124074,0.915427954,0.909961773,186.2,0.946333333,0.936698359,0.937849026,0.936226832,600,0.946287815,0.946737742,0.946333333,600,,,,,
1715,..\experiments\35,256,TRUE,FALSE,0,FALSE,0.8,128,35,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.961272644,0.960270097,0.962491891,413.8,0.912124074,0.915427954,0.909961773,186.2,0.946333333,0.936698359,0.937849026,0.936226832,600,0.946287815,0.946737742,0.946333333,600,,,,,
757,..\experiments\168,256,FALSE,FALSE,0,FALSE,0.5,64,168,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.960421317,0.960772035,0.960117728,413.8,0.911242767,0.910004937,0.912688872,186.2,0.945333333,0.935832042,0.935388486,0.9364033,600,0.945387036,0.945538059,0.945333333,600,,,,,
768,..\experiments\169,256,FALSE,FALSE,0,FALSE,0.8,64,169,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.960421317,0.960772035,0.960117728,413.8,0.911242767,0.910004937,0.912688872,186.2,0.945333333,0.935832042,0.935388486,0.9364033,600,0.945387036,0.945538059,0.945333333,600,,,,,
1682,..\experiments\32,256,TRUE,FALSE,0,TRUE,0.5,128,32,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.960460819,0.959010497,0.962037906,413.8,0.911080261,0.91381766,0.908877057,186.2,0.945333333,0.93577054,0.936414078,0.935457481,600,0.945301369,0.945526855,0.945333333,600,,,,,
1815,..\experiments\44,256,FALSE,FALSE,0,TRUE,0.5,128,44,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.959161285,0.957981888,0.960624945,413.8,0.908873069,0.911584677,0.907464205,186.2,0.943666667,0.934017177,0.934783283,0.934044575,600,0.943672155,0.944277373,0.943666667,600,,,,,
1793,..\experiments\42,256,TRUE,FALSE,0,FALSE,0.5,128,42,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.956429713,0.955145055,0.957988418,413.8,0.901654577,0.904588644,0.899944447,186.2,0.939666667,0.929042145,0.92986685,0.928966433,600,0.939739277,0.940380982,0.939666667,600,,,,,
1804,..\experiments\43,256,TRUE,FALSE,0,FALSE,0.8,128,43,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.956429713,0.955145055,0.957988418,413.8,0.901654577,0.904588644,0.899944447,186.2,0.939666667,0.929042145,0.92986685,0.928966433,600,0.939739277,0.940380982,0.939666667,600,,,,,
1882,..\experiments\50,256,TRUE,FALSE,0,FALSE,0.5,128,50,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.955706918,0.954326831,0.957182229,413.8,0.899782971,0.903086569,0.896974572,186.2,0.938666667,0.927744945,0.9287067,0.927078401,600,0.938644196,0.938838403,0.938666667,600,,,,,
1893,..\experiments\51,256,TRUE,FALSE,0,FALSE,0.8,128,51,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.955706918,0.954326831,0.957182229,413.8,0.899782971,0.903086569,0.896974572,186.2,0.938666667,0.927744945,0.9287067,0.927078401,600,0.938644196,0.938838403,0.938666667,600,,,,,
1726,..\experiments\36,256,FALSE,FALSE,0,TRUE,0.5,128,36,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.95339275,0.952422247,0.95454068,413.8,0.895371777,0.898908685,0.892778377,186.2,0.935666667,0.924382263,0.925665466,0.923659528,600,0.935617821,0.935979718,0.935666667,600,,,,,
1904,..\experiments\52,256,FALSE,FALSE,0,TRUE,0.5,128,52,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.950280554,0.958354603,0.94268396,413.8,0.891958087,0.876763232,0.9094072,186.2,0.932,0.921119321,0.917558917,0.92604558,600,0.932327297,0.933661701,0.932,600,,,,,
1826,..\experiments\45,256,FALSE,FALSE,0,TRUE,0.8,128,45,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.949950462,0.958711578,0.94162416,413.8,0.891692938,0.87546771,0.909755874,186.2,0.931666667,0.9208217,0.917089644,0.925690017,600,0.93206377,0.933314111,0.931666667,600,,,,,
1693,..\experiments\33,256,TRUE,FALSE,0,TRUE,0.8,128,33,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.941560685,0.975654271,0.910003372,413.8,0.882375565,0.82492255,0.949774988,186.2,0.922,0.911968125,0.900288411,0.92988918,600,0.923458941,0.929671668,0.922,600,,,,,
1859,..\experiments\48,256,TRUE,FALSE,0,TRUE,0.5,128,48,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.93529794,0.972548794,0.904322275,413.8,0.875064736,0.825788926,0.942532319,186.2,0.915,0.905181338,0.89916886,0.923427297,600,0.916835245,0.92853521,0.915,600,,,,,
1737,..\experiments\37,256,FALSE,FALSE,0,TRUE,0.8,128,37,0.1,5,bce,0.01,dense_ohe,,adam,FALSE,32,0.846108682,0.996064744,0.735495902,413.8,0.769237772,0.627847276,0.993629965,186.2,0.815666667,0.807673227,0.81195601,0.864562933,600,0.822624836,0.882243048,0.815666667,600,,,,,
1970,..\experiments\58,256,TRUE,FALSE,0,FALSE,0.5,128,58,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.851537677,0.898836178,0.812626948,413.8,0.715245478,0.663160415,0.791873678,186.2,0.805666667,0.783391577,0.780998296,0.802250313,600,0.809628275,0.826819955,0.805666667,600,,,,,
1981,..\experiments\59,256,TRUE,FALSE,0,FALSE,0.8,128,59,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.851537677,0.898836178,0.812626948,413.8,0.715245478,0.663160415,0.791873678,186.2,0.805666667,0.783391577,0.780998296,0.802250313,600,0.809628275,0.826819955,0.805666667,600,,,,,
1948,..\experiments\56,256,TRUE,FALSE,0,TRUE,0.5,128,56,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.779339205,0.741085838,0.860418494,413.8,0.275682787,0.402145888,0.281785265,186.2,0.676333333,0.527510996,0.571615863,0.571101879,600,0.620475515,0.637688962,0.676333333,600,,,,,
780,..\experiments\170,256,FALSE,FALSE,0,FALSE,0.5,64,170,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
791,..\experiments\171,256,FALSE,FALSE,0,FALSE,0.8,64,171,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
1870,..\experiments\49,256,TRUE,FALSE,0,TRUE,0.8,128,49,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
1915,..\experiments\53,256,FALSE,FALSE,0,TRUE,0.8,128,53,0.1,5,bce,0.0001,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
1993,..\experiments\60,256,FALSE,FALSE,0,TRUE,0.5,128,60,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
2015,..\experiments\62,256,FALSE,FALSE,0,FALSE,0.5,128,62,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
2026,..\experiments\63,256,FALSE,FALSE,0,FALSE,0.8,128,63,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.816135211,0.689666667,1,413.8,0,0,0,186.2,0.689666667,0.408067606,0.344833333,0.5,600,0.563198122,0.476113889,0.689666667,600,,,,,
1782,..\experiments\41,256,TRUE,FALSE,0,TRUE,0.8,128,41,0.1,5,bce,0.001,dense_ohe,,adam,FALSE,32,0.538375416,1,0.369057023,413.8,0.58750105,0.416362106,1,186.2,0.565,0.562938233,0.708181053,0.684528512,600,0.554231501,0.819349079,0.565,600,,,,,
2004,..\experiments\61,256,FALSE,FALSE,0,TRUE,0.8,128,61,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.740451487,0.679698925,0.867146283,413.8,0.074911661,0.05535248,0.115846995,186.2,0.632666667,0.407681574,0.367525703,0.491496639,600,0.533445991,0.486068815,0.632666667,600,,,,,
1959,..\experiments\57,256,TRUE,FALSE,0,TRUE,0.8,128,57,0.1,5,bce,1.00E-05,dense_ohe,,adam,FALSE,32,0.729459744,0.71421883,0.851306413,413.8,0.096296296,0.06652452,0.174301676,186.2,0.637333333,0.41287802,0.390371675,0.512804045,600,0.531109231,0.513187805,0.637333333,600,,,,,
1335,..\experiments\22,256,FALSE,FALSE,0,FALSE,0.5,128,22,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.920628801,0.918992112,0.922369208,413.8,0.82176774,0.824952506,0.819015962,186.2,0.890333333,0.87119827,0.871972309,0.870692585,600,0.890284365,0.890442807,0.890333333,600,,,,,
1446,..\experiments\23,256,FALSE,FALSE,0,FALSE,0.8,128,23,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.920628801,0.918992112,0.922369208,413.8,0.82176774,0.824952506,0.819015962,186.2,0.890333333,0.87119827,0.871972309,0.870692585,600,0.890284365,0.890442807,0.890333333,600,,,,,
1113,..\experiments\20,256,FALSE,FALSE,0,TRUE,0.5,128,20,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.918336202,0.926654478,0.91029013,413.8,0.822679795,0.806952202,0.839629549,186.2,0.888333333,0.870507999,0.86680334,0.87495984,600,0.888966321,0.890153587,0.888333333,600,,,,,
668,..\experiments\16,256,TRUE,FALSE,0,TRUE,0.5,128,16,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.915820696,0.936824845,0.89595746,413.8,0.824385801,0.78796244,0.865333469,186.2,0.886333333,0.870103248,0.862393643,0.880645464,600,0.887801918,0.89143135,0.886333333,600,,,,,
691,..\experiments\162,256,FALSE,FALSE,0,FALSE,0.5,64,162,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.919240785,0.913993768,0.924761444,413.8,0.816450838,0.82748712,0.806625481,186.2,0.888,0.867845811,0.870740444,0.865693462,600,0.887613507,0.887799149,0.888,600,,,,,
702,..\experiments\163,256,FALSE,FALSE,0,FALSE,0.8,64,163,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.919240785,0.913993768,0.924761444,413.8,0.816450838,0.82748712,0.806625481,186.2,0.888,0.867845811,0.870740444,0.865693462,600,0.887613507,0.887799149,0.888,600,,,,,
335,..\experiments\13,256,FALSE,FALSE,0,TRUE,0.8,128,13,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.91892981,0.914772664,0.923190856,413.8,0.816004834,0.824701048,0.807812993,186.2,0.887666667,0.867467322,0.869736856,0.865501924,600,0.887345466,0.887250562,0.887666667,600,,,,,
224,..\experiments\12,256,FALSE,FALSE,0,TRUE,0.5,128,12,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.917163728,0.915665046,0.91873229,413.8,0.814264553,0.817622058,0.811252623,186.2,0.885666667,0.865714141,0.866643552,0.864992456,600,0.885541211,0.885569689,0.885666667,600,,,,,
2214,..\experiments\8,256,TRUE,FALSE,0,TRUE,0.5,128,8,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.912192182,0.928027519,0.89694186,413.8,0.814105158,0.786189432,0.844265399,186.2,0.881,0.86314867,0.857108476,0.87060363,600,0.88210732,0.88431356,0.881,600,,,,,
0,..\experiments\0,256,TRUE,FALSE,0,TRUE,0.5,128,0,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.908995096,0.905052762,0.913022549,413.8,0.793994069,0.801777103,0.786573004,186.2,0.874,0.851494583,0.853414932,0.849797776,600,0.873673398,0.873519155,0.874,600,,,,,
1,..\experiments\1,256,TRUE,FALSE,0,TRUE,0.8,128,1,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.904014627,0.930014778,0.879649554,413.8,0.80372736,0.761200713,0.852332454,186.2,0.871333333,0.853870993,0.845607746,0.865991004,600,0.873234668,0.87811301,0.871333333,600,,,,,
313,..\experiments\128,256,FALSE,FALSE,0,FALSE,0.5,300,128,0.1,5,bce,0.01,dense_no_xc,,adam,TRUE,50,0.907253786,0.907663143,0.907105065,413.8,0.792639685,0.792480158,0.793947212,186.2,0.872,0.849946736,0.850071651,0.850526138,600,0.872134322,0.872800011,0.872,600,,,,,
324,..\experiments\129,256,FALSE,FALSE,0,FALSE,0.5,300,129,0.5,5,bce,0.01,dense_no_xc,,adam,TRUE,50,0.907017344,0.907204335,0.90711174,413.8,0.792123791,0.792408148,0.793074333,186.2,0.871666667,0.849570568,0.849806242,0.850093037,600,0.8717892,0.872484234,0.871666667,600,,,,,
336,..\experiments\130,256,FALSE,FALSE,0,FALSE,0.5,300,130,0.1,5,bce,0.01,dense_no_xc,,adam,TRUE,100,0.907017344,0.907204335,0.90711174,413.8,0.792123791,0.792408148,0.793074333,186.2,0.871666667,0.849570568,0.849806242,0.850093037,600,0.8717892,0.872484234,0.871666667,600,,,,,
347,..\experiments\131,256,FALSE,FALSE,0,FALSE,0.5,300,131,0.5,5,bce,0.01,dense_no_xc,,adam,TRUE,100,0.906539204,0.906741604,0.906643356,413.8,0.791018621,0.791410214,0.791981437,186.2,0.871,0.848778913,0.849075909,0.849312397,600,0.871122441,0.871870607,0.871,600,,,,,
890,..\experiments\18,256,TRUE,FALSE,0,FALSE,0.5,128,18,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.907637875,0.898545953,0.91716113,413.8,0.787268013,0.806004332,0.770301499,186.2,0.871333333,0.847452944,0.852275142,0.843731314,600,0.870582831,0.870704575,0.871333333,600,,,,,
1001,..\experiments\19,256,TRUE,FALSE,0,FALSE,0.8,128,19,0.1,5,bce,0.0001,dense_no_xc,,adam,FALSE,32,0.907637875,0.898545953,0.91716113,413.8,0.787268013,0.806004332,0.770301499,186.2,0.871333333,0.847452944,0.852275142,0.843731314,600,0.870582831,0.870704575,0.871333333,600,,,,,
358,..\experiments\132,256,FALSE,FALSE,0,FALSE,0.5,300,132,0.1,5,bce,0.001,dense_no_xc,,adam,TRUE,50,0.905280322,0.907332994,0.903506726,413.8,0.79022812,0.786628637,0.795067248,186.2,0.869666667,0.847754221,0.846980815,0.849286987,600,0.869854997,0.870603874,0.869666667,600,,,,,
369,..\experiments\133,256,FALSE,FALSE,0,FALSE,0.5,300,133,0.5,5,bce,0.001,dense_no_xc,,adam,TRUE,50,0.903391112,0.905009218,0.902015254,413.8,0.78565746,0.782707203,0.789686344,186.2,0.867,0.844524286,0.843858211,0.845850799,600,0.867130355,0.867747773,0.867,600,,,,,
380,..\experiments\134,256,FALSE,FALSE,0,FALSE,0.5,300,134,0.1,5,bce,0.001,dense_no_xc,,adam,TRUE,100,0.903391112,0.905009218,0.902015254,413.8,0.78565746,0.782707203,0.789686344,186.2,0.867,0.844524286,0.843858211,0.845850799,600,0.867130355,0.867747773,0.867,600,,,,,
446,..\experiments\14,256,FALSE,FALSE,0,FALSE,0.5,128,14,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.903677771,0.902533151,0.905031041,413.8,0.784437517,0.786501502,0.783207795,186.2,0.867,0.844057644,0.844517326,0.844119418,600,0.866973669,0.867353949,0.867,600,,,,,
557,..\experiments\15,256,FALSE,FALSE,0,FALSE,0.8,128,15,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.903677771,0.902533151,0.905031041,413.8,0.784437517,0.786501502,0.783207795,186.2,0.867,0.844057644,0.844517326,0.844119418,600,0.866973669,0.867353949,0.867,600,,,,,
391,..\experiments\135,256,FALSE,FALSE,0,FALSE,0.5,300,135,0.5,5,bce,0.001,dense_no_xc,,adam,TRUE,100,0.903122119,0.904939802,0.901519782,413.8,0.785260121,0.781797852,0.789686344,186.2,0.866666667,0.84419112,0.843368827,0.845603063,600,0.866818189,0.867404135,0.866666667,600,,,,,
1770,..\experiments\4,256,FALSE,FALSE,0,TRUE,0.5,128,4,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.9041235,0.898261795,0.910163013,413.8,0.781803871,0.793529509,0.770841472,186.2,0.867,0.842963686,0.845895652,0.840502242,600,0.866494386,0.866351888,0.867,600,,,,,
1881,..\experiments\5,256,FALSE,FALSE,0,TRUE,0.8,128,5,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.890848317,0.954070637,0.83583352,413.8,0.800108449,0.714352986,0.911065305,186.2,0.859,0.845478383,0.834211811,0.873449412,600,0.86300424,0.880362038,0.859,600,,,,,
669,..\experiments\160,256,FALSE,FALSE,0,FALSE,0.5,64,160,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.900710141,0.900176694,0.901433621,413.8,0.777679101,0.779475598,0.776783032,186.2,0.863,0.839194621,0.839826146,0.839108326,600,0.862925263,0.863251198,0.863,600,,,,,
680,..\experiments\161,256,FALSE,FALSE,0,FALSE,0.8,64,161,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.900710141,0.900176694,0.901433621,413.8,0.777679101,0.779475598,0.776783032,186.2,0.863,0.839194621,0.839826146,0.839108326,600,0.862925263,0.863251198,0.863,600,,,,,
1992,..\experiments\6,256,FALSE,FALSE,0,FALSE,0.5,128,6,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.897059695,0.901679661,0.892581963,413.8,0.774976271,0.766378511,0.784218875,186.2,0.859,0.836017983,0.834029086,0.838400419,600,0.859436914,0.860163896,0.859,600,,,,,
2103,..\experiments\7,256,FALSE,FALSE,0,FALSE,0.8,128,7,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.897059695,0.901679661,0.892581963,413.8,0.774976271,0.766378511,0.784218875,186.2,0.859,0.836017983,0.834029086,0.838400419,600,0.859436914,0.860163896,0.859,600,,,,,
1112,..\experiments\2,256,TRUE,FALSE,0,FALSE,0.5,128,2,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.895566359,0.893761142,0.897471456,413.8,0.767030484,0.770329564,0.764093374,186.2,0.856,0.831298421,0.832045353,0.830782415,600,0.855902051,0.855990678,0.856,600,,,,,
1659,..\experiments\3,256,TRUE,FALSE,0,FALSE,0.8,128,3,0.1,5,bce,0.01,dense_no_xc,,adam,FALSE,32,0.895566359,0.893761142,0.897471456,413.8,0.767030484,0.770329564,0.764093374,186.2,0.856,0.831298421,0.832045353,0.830782415,600,0.855902051,0.855990678,0.856,600,,,,,
2,..\experiments\10,256,TRUE,FALSE,0,FALSE,0.5,128,10,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.890953067,0.888359808,0.893691085,413.8,0.75520769,0.759935135,0.751042881,186.2,0.849333333,0.823080378,0.824147471,0.822366983,600,0.849101749,0.849148783,0.849333333,600,,,,,
113,..\experiments\11,256,TRUE,FALSE,0,FALSE,0.8,128,11,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.890953067,0.888359808,0.893691085,413.8,0.75520769,0.759935135,0.751042881,186.2,0.849333333,0.823080378,0.824147471,0.822366983,600,0.849101749,0.849148783,0.849333333,600,,,,,
2325,..\experiments\9,256,TRUE,FALSE,0,TRUE,0.8,128,9,0.1,5,bce,0.001,dense_no_xc,,adam,FALSE,32,0.839560425,0.984250293,0.734710829,413.8,0.760689654,0.628405787,0.971415009,186.2,0.808666667,0.80012504,0.80632804,0.853062919,600,0.815492289,0.873961874,0.808666667,600,,,,,
1615,..\experiments\26,256,TRUE,FALSE,0,FALSE,0.5,128,26,0.1,5,bce,1.00E-05,dense_no_xc,,adam,FALSE,32,0.837749749,0.842918681,0.844284307,413.8,0.639440496,0.673493211,0.639739356,186.2,0.778666667,0.738595123,0.758205946,0.742011832,600,0.776089256,0.792365064,0.778666667,600,,,,,
1626,..\experiments\27,256,TRUE,FALSE,0,FALSE,0.8,128,27,0.1,5,bce,1.00E-05,dense_no_xc,,adam,FALSE,32,0.837749749,0.842918681,0.844284307,413.8,0.639440496,0.673493211,0.639739356,186.2,0.778666667,0.738595123,0.758205946,0.742011832,600,0.776089256,0.792365064,0.778666667,600,,,,,
1557,..\experiments\24,256,TRUE,FALSE,0,TRUE,0.5,128,24,0.1,5,bce,1.00E-05,dense_no_xc,,adam,FALSE,32,0.747181988,0.771594611,0.798046435,413.8,0.391142401,0.578309958,0.404709565,186.2,0.673,0.569162194,0.674952284,0.601378,600,0.636173181,0.714159392,0.673,600,,,,,
1648,..\experiments\29,256,FALSE,FALSE,0,TRUE,0.8,128,29,0.1,5,bce,1.00E-05,dense_no_xc,,adam,FALSE,32,0.810533224,0.692588161,0.979130764,413.8,0.052081225,0.178125,0.033713308,186.2,0.685,0.431307225,0.43535658,0.506422036,600,0.574692358,0.530311604,0.685,600,,,,,
