,exp_path,batch_size,bn,cpu,device,dropout,dropout_rate,epochs,exp_no,gamma,kfold,loss_fn,lr,model,note,optim,scheduler,step_size,0.0 f1-score,0.0 precision,0.0 recall,0.0 support,1.0 f1-score,1.0 precision,1.0 recall,1.0 support,accuracy,macro avg f1-score,macro avg precision,macro avg recall,macro avg support,weighted avg f1-score,weighted avg precision,weighted avg recall,weighted avg support,conv_blocks,filters,hidden_layers,hidden_units,kernel_size
2108,..\experiments\703,256,FALSE,FALSE,0,FALSE,0.5,128,703,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.948440605,0.920100201,0.978935408,413.8,0.872391901,0.945454341,0.811312002,186.2,0.926666667,0.910416253,0.932777271,0.895123705,600,0.924986152,0.928552121,0.926666667,600,2,128,2,256,3
1087,..\experiments\1977,256,FALSE,FALSE,0,TRUE,0.5,256,1977,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.946934524,0.933357978,0.961463872,413.8,0.87507739,0.908884577,0.846570715,186.2,0.925666667,0.911005957,0.921121278,0.904017294,600,0.924816454,0.926256919,0.925666667,600,1,128,3,128,2
2147,..\experiments\739,256,FALSE,FALSE,0,FALSE,0.5,128,739,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945349159,0.945996248,0.946097097,413.8,0.878617708,0.881566883,0.881607155,186.2,0.924666667,0.911983434,0.913781566,0.913852126,600,0.924688635,0.927551634,0.924666667,600,3,128,3,64,3
2196,..\experiments\783,256,FALSE,FALSE,0,FALSE,0.5,128,783,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944898732,0.949896646,0.94129324,413.8,0.878939802,0.873570554,0.890112747,186.2,0.924333333,0.911919267,0.9117336,0.915702993,600,0.924613,0.927634196,0.924333333,600,2,64,3,256,3
2007,..\experiments\612,256,FALSE,FALSE,0,FALSE,0.5,128,612,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.945531994,0.942429879,0.949062134,413.8,0.877295153,0.885411001,0.871107027,186.2,0.924666667,0.911413574,0.91392044,0.910084581,600,0.924582868,0.925405551,0.924666667,600,2,8,3,128,1
2088,..\experiments\686,256,FALSE,FALSE,0,FALSE,0.5,128,686,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.946037203,0.938637569,0.954266816,413.8,0.876380141,0.895051092,0.861341544,186.2,0.925,0.911208672,0.916844331,0.90780418,600,0.924518586,0.925769044,0.925,600,3,256,2,128,3
2207,..\experiments\793,256,FALSE,FALSE,0,FALSE,0.5,128,793,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945641866,0.941951158,0.949994108,413.8,0.8766299,0.887301592,0.869358399,186.2,0.924666667,0.911135883,0.914626375,0.909676253,600,0.924424884,0.925673292,0.924666667,600,3,128,3,256,3
1089,..\experiments\1979,256,FALSE,FALSE,0,TRUE,0.5,256,1979,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943312887,0.964155446,0.923654304,413.8,0.881305021,0.843631025,0.924033902,186.2,0.923333333,0.912308954,0.903893236,0.923844103,600,0.9243463,0.927690131,0.923333333,600,1,128,3,128,4
2384,..\experiments\952,256,FALSE,FALSE,0,FALSE,0.5,128,952,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944756409,0.95053167,0.939578856,413.8,0.877722272,0.868438968,0.889710343,186.2,0.924,0.91123934,0.909485319,0.9146446,600,0.924320037,0.925854141,0.924,600,3,128,5,256,1
650,..\experiments\1583,256,FALSE,FALSE,0,FALSE,0.5,128,1583,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.944575408,0.952202044,0.937173567,413.8,0.878207124,0.864126371,0.893189489,186.2,0.924,0.911391266,0.908164207,0.915181528,600,0.92431139,0.925057973,0.924,600,1,256,5,256,1
2171,..\experiments\760,256,FALSE,FALSE,0,FALSE,0.5,128,760,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945230155,0.943486945,0.947832861,413.8,0.877246037,0.883909983,0.874496374,186.2,0.924333333,0.911238096,0.913698464,0.911164617,600,0.92430487,0.926100604,0.924333333,600,2,128,3,128,5
2239,..\experiments\821,256,FALSE,FALSE,0,FALSE,0.5,128,821,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.94558017,0.943444948,0.949466668,413.8,0.876235156,0.890765257,0.870304763,186.2,0.924666667,0.910907663,0.917105102,0.909885715,600,0.924251195,0.927697179,0.924666667,600,3,256,4,64,3
776,..\experiments\1697,256,FALSE,FALSE,0,TRUE,0.5,128,1697,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.94522255,0.943157508,0.947966604,413.8,0.876851934,0.884870715,0.872273169,186.2,0.924333333,0.911037242,0.914014111,0.910119887,600,0.924206403,0.92560128,0.924333333,600,1,128,4,128,4
2369,..\experiments\939,256,FALSE,FALSE,0,FALSE,0.5,128,939,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943626456,0.959225389,0.929100597,413.8,0.879911531,0.85210538,0.91221787,186.2,0.923333333,0.911768993,0.905665385,0.920659234,600,0.924162288,0.927062956,0.923333333,600,1,64,5,256,5
1656,..\experiments\297,256,FALSE,FALSE,0,FALSE,0.5,128,297,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945319282,0.942304517,0.948836236,413.8,0.876216424,0.885682301,0.869173565,186.2,0.924333333,0.910767853,0.913993409,0.909004901,600,0.924144854,0.925036103,0.924333333,600,2,16,2,128,5
2149,..\experiments\740,256,FALSE,FALSE,0,FALSE,0.5,128,740,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945379206,0.940026585,0.952241506,413.8,0.8763926,0.893929916,0.865553816,186.2,0.924333333,0.910885903,0.91697825,0.908897661,600,0.924086743,0.926945759,0.924333333,600,3,256,3,64,3
783,..\experiments\1702,256,FALSE,FALSE,0,TRUE,0.8,128,1702,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.940712675,0.986099385,0.900190516,413.8,0.885346296,0.816315454,0.970762939,186.2,0.922,0.913029486,0.901207419,0.935476728,600,0.9237954,0.933926343,0.922,600,1,128,2,128,3
58,..\experiments\105,256,TRUE,FALSE,0,TRUE,0.8,128,105,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.940649166,0.985357866,0.900485316,413.8,0.885512391,0.816705921,0.969708041,186.2,0.922,0.913080778,0.901031893,0.935096678,600,0.923773217,0.933386568,0.922,600,,,,,
2051,..\experiments\652,256,FALSE,FALSE,0,FALSE,0.5,128,652,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945711221,0.935328752,0.957444272,413.8,0.874689761,0.901938326,0.853529778,186.2,0.924333333,0.910200491,0.918633539,0.905487025,600,0.92375587,0.926104297,0.924333333,600,2,128,2,64,5
2379,..\experiments\948,256,FALSE,FALSE,0,FALSE,0.5,128,948,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943769673,0.952156583,0.9356628,413.8,0.878840954,0.862643953,0.896362566,186.2,0.923333333,0.911305313,0.907400268,0.916012683,600,0.923737744,0.924730022,0.923333333,600,2,64,5,256,5
848,..\experiments\1761,256,TRUE,FALSE,0,TRUE,0.5,128,1761,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.940046249,0.983702139,0.903808724,413.8,0.885961113,0.830952569,0.963366306,186.2,0.921666667,0.913003681,0.907327354,0.933587515,600,0.923631972,0.937447555,0.921666667,600,1,128,3,128,2
1758,..\experiments\389,256,FALSE,FALSE,0,FALSE,0.5,128,389,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942754793,0.961715286,0.925315706,413.8,0.879993453,0.849233854,0.916524436,186.2,0.922666667,0.911374123,0.90547457,0.920920071,600,0.923568715,0.927274666,0.922666667,600,1,16,3,128,3
2287,..\experiments\865,256,FALSE,FALSE,0,FALSE,0.5,128,865,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944407277,0.946002908,0.943606094,413.8,0.876288165,0.874894896,0.881200166,186.2,0.923333333,0.910347721,0.910448902,0.91240313,600,0.923454154,0.925220076,0.923333333,600,2,128,4,256,3
2380,..\experiments\949,256,FALSE,FALSE,0,FALSE,0.5,128,949,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943709165,0.950865068,0.937708003,413.8,0.876785936,0.869368468,0.889037664,186.2,0.923,0.91024755,0.910116768,0.913372833,600,0.923256222,0.925768102,0.923,600,2,128,5,256,5
2202,..\experiments\789,256,FALSE,FALSE,0,FALSE,0.5,128,789,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943196097,0.95523893,0.93233422,413.8,0.878583554,0.857912153,0.904229955,186.2,0.922666667,0.910889826,0.906575541,0.918282088,600,0.923250176,0.926165125,0.922666667,600,3,64,3,256,1
983,..\experiments\1883,256,FALSE,FALSE,0,FALSE,0.8,128,1883,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.939564502,0.997841821,0.887967929,413.8,0.885721737,0.798770598,0.995552635,186.2,0.921,0.91264312,0.898306209,0.941760282,600,0.92318306,0.93693373,0.921,600,1,128,2,128,4
785,..\experiments\1704,256,FALSE,FALSE,0,TRUE,0.8,128,1704,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.939549207,0.99219268,0.893458222,413.8,0.88564709,0.808816941,0.983918661,186.2,0.921,0.912598149,0.900504811,0.938688442,600,0.923165675,0.936323455,0.921,600,1,128,3,64,2
662,..\experiments\1594,256,FALSE,FALSE,0,FALSE,0.5,128,1594,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.945155727,0.935543091,0.955121232,413.8,0.873812231,0.894640343,0.854572855,186.2,0.923666667,0.909483979,0.915091717,0.904847044,600,0.923135838,0.923352681,0.923666667,600,2,128,5,256,3
885,..\experiments\1795,256,TRUE,FALSE,0,FALSE,0.5,128,1795,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.939356463,0.993806771,0.891739367,413.8,0.88607452,0.806863397,0.986889817,186.2,0.921,0.912715491,0.900335084,0.939314592,600,0.923107987,0.936542779,0.921,600,1,128,3,64,3
1985,..\experiments\593,256,FALSE,FALSE,0,FALSE,0.5,128,593,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.944495374,0.93815937,0.950953886,413.8,0.875257001,0.888491072,0.86252993,186.2,0.923333333,0.909876187,0.913325221,0.906741908,600,0.92300647,0.92292685,0.923333333,600,3,16,3,64,3
2116,..\experiments\710,256,FALSE,FALSE,0,FALSE,0.5,128,710,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.947966246,0.921144325,0.977051089,413.8,0.86528107,0.942634383,0.804852836,186.2,0.925333333,0.906623658,0.931889354,0.890951963,600,0.922994625,0.927208374,0.925333333,600,3,256,2,256,1
2290,..\experiments\868,256,FALSE,FALSE,0,FALSE,0.5,128,868,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944278611,0.942086257,0.946876277,413.8,0.87447773,0.881571539,0.869519235,186.2,0.923,0.90937817,0.911828898,0.908197756,600,0.92285938,0.923645988,0.923,600,2,128,4,256,5
565,..\experiments\1506,256,FALSE,FALSE,0,FALSE,0.5,128,1506,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.945163292,0.934175804,0.956697203,413.8,0.871844797,0.897536409,0.848977369,186.2,0.923333333,0.908504044,0.915856106,0.902837286,600,0.922690565,0.923305722,0.923333333,600,1,64,4,256,5
1307,..\experiments\2174,256,FALSE,FALSE,0,FALSE,0.8,256,2174,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.938877814,0.997852273,0.8867723,413.8,0.88520367,0.797730646,0.995622676,186.2,0.920333333,0.912040742,0.897791459,0.941197488,600,0.922491594,0.936406385,0.920333333,600,1,128,3,64,4
2414,..\experiments\98,256,TRUE,FALSE,0,FALSE,0.5,128,98,0.1,5,bce,0.01,conv1d_embed,,adam,FALSE,32,0.943604802,0.943774665,0.944360323,413.8,0.874668295,0.878424529,0.875020397,186.2,0.922333333,0.909136548,0.911099597,0.90969036,600,0.922418123,0.9244311,0.922333333,600,,,,,
1638,..\experiments\280,256,FALSE,FALSE,0,FALSE,0.5,128,280,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942536136,0.955446665,0.930014214,413.8,0.876266888,0.85203482,0.902118696,186.2,0.921666667,0.909401512,0.903740742,0.916066455,600,0.922281716,0.923664413,0.921666667,600,1,8,2,128,3
1259,..\experiments\2130,256,FALSE,FALSE,0,TRUE,0.8,256,2130,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.939216851,0.989664147,0.894271634,413.8,0.883701942,0.807604992,0.977990653,186.2,0.920333333,0.911459396,0.898634569,0.936131144,600,0.922265026,0.933549751,0.920333333,600,1,128,2,64,2
1145,..\experiments\2028,256,FALSE,FALSE,0,FALSE,0.8,256,2028,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.938728753,0.997285802,0.887101174,413.8,0.884562186,0.797983356,0.994643519,186.2,0.92,0.911645469,0.897634579,0.940872346,600,0.922253442,0.93641803,0.92,600,1,128,3,64,2
1779,..\experiments\407,256,FALSE,FALSE,0,FALSE,0.5,128,407,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945597795,0.92789819,0.964186692,413.8,0.868885865,0.912850903,0.830298954,186.2,0.923333333,0.90724183,0.920374546,0.897242823,600,0.922177744,0.923250308,0.923333333,600,2,64,3,128,5
2169,..\experiments\759,256,FALSE,FALSE,0,FALSE,0.5,128,759,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945597795,0.92789819,0.964186692,413.8,0.868885865,0.912850903,0.830298954,186.2,0.923333333,0.90724183,0.920374546,0.897242823,600,0.922177744,0.923250308,0.923333333,600,2,64,3,128,5
1663,..\experiments\302,256,FALSE,FALSE,0,FALSE,0.5,128,302,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942710174,0.949697659,0.937980342,413.8,0.875236919,0.87184655,0.887037499,186.2,0.921666667,0.908973547,0.910772105,0.91250892,600,0.922158516,0.92670213,0.921666667,600,3,32,2,128,1
1767,..\experiments\397,256,FALSE,FALSE,0,FALSE,0.5,128,397,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.941916504,0.959685212,0.925084279,413.8,0.877271746,0.845778835,0.912547308,186.2,0.921333333,0.909594125,0.902732024,0.918815793,600,0.922092334,0.92465411,0.921333333,600,2,16,3,128,1
2289,..\experiments\867,256,FALSE,FALSE,0,FALSE,0.5,128,867,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943917737,0.937830277,0.950418223,413.8,0.872328956,0.888641139,0.858421634,186.2,0.922333333,0.908123347,0.913235708,0.904419928,600,0.921893378,0.922456371,0.922333333,600,2,64,4,256,5
2118,..\experiments\712,256,FALSE,FALSE,0,FALSE,0.5,128,712,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945021582,0.931233152,0.960052702,413.8,0.869438135,0.910075824,0.837848134,186.2,0.923,0.907229859,0.920654488,0.898950418,600,0.921882373,0.924288688,0.923,600,3,128,2,256,3
1630,..\experiments\273,256,FALSE,FALSE,0,FALSE,0.5,128,273,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944630023,0.933405081,0.957053705,413.8,0.870642137,0.901528913,0.846517794,186.2,0.922666667,0.90763608,0.917466997,0.901785749,600,0.921847366,0.923938998,0.922666667,600,3,16,2,64,5
573,..\experiments\1513,256,FALSE,FALSE,0,FALSE,0.5,128,1513,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.943653981,0.938261179,0.949377384,413.8,0.872872137,0.883891602,0.863212445,186.2,0.922,0.908263059,0.91107639,0.906294915,600,0.921702772,0.922075424,0.922,600,2,128,4,256,3
2119,..\experiments\713,256,FALSE,FALSE,0,FALSE,0.5,128,713,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943874414,0.938793434,0.949458226,413.8,0.87125049,0.884840099,0.860158662,186.2,0.922,0.907562452,0.911816766,0.904808444,600,0.921688356,0.92248742,0.922,600,3,256,2,256,3
2388,..\experiments\956,256,FALSE,FALSE,0,FALSE,0.5,128,956,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943219003,0.942561903,0.944910449,413.8,0.873332261,0.878128347,0.873052529,186.2,0.921666667,0.908275632,0.910345125,0.908981489,600,0.921633911,0.92371084,0.921666667,600,3,256,5,256,3
1158,..\experiments\204,256,FALSE,FALSE,0,FALSE,0.5,128,204,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.946341171,0.914316798,0.980980761,413.8,0.866827311,0.951555277,0.797356277,186.2,0.923666667,0.906584241,0.932936037,0.889168519,600,0.921588421,0.926056721,0.923666667,600,1,8,2,16,1
2200,..\experiments\787,256,FALSE,FALSE,0,FALSE,0.5,128,787,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943201648,0.942397198,0.944396719,413.8,0.872839581,0.876682984,0.870753739,186.2,0.921666667,0.908020615,0.909540091,0.907575229,600,0.921569279,0.92228151,0.921666667,600,2,128,3,256,5
2198,..\experiments\785,256,FALSE,FALSE,0,FALSE,0.5,128,785,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.944262436,0.936976799,0.9528998,413.8,0.86970601,0.896600531,0.851291359,186.2,0.922333333,0.906984223,0.916788665,0.902095579,600,0.921533578,0.924184775,0.922333333,600,2,256,3,256,3
2260,..\experiments\840,256,FALSE,FALSE,0,FALSE,0.5,128,840,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942616514,0.946523295,0.939635885,413.8,0.874008347,0.870836563,0.881305172,186.2,0.921333333,0.90831243,0.908679929,0.910470529,600,0.921442031,0.923459476,0.921333333,600,2,64,4,128,5
1781,..\experiments\409,256,FALSE,FALSE,0,FALSE,0.5,128,409,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.941127443,0.962134633,0.921569355,413.8,0.87611045,0.840699419,0.917067141,186.2,0.920333333,0.908618946,0.901417026,0.919318248,600,0.921333541,0.925017304,0.920333333,600,3,16,3,128,1
471,..\experiments\1421,256,FALSE,FALSE,0,FALSE,0.5,128,1421,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.941794814,0.955031174,0.929068279,413.8,0.874641024,0.850394891,0.901000704,186.2,0.920666667,0.908217919,0.902713033,0.915034491,600,0.921286928,0.922904905,0.920666667,600,1,256,3,256,1
1634,..\experiments\277,256,FALSE,FALSE,0,FALSE,0.5,128,277,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942698548,0.945626652,0.940113375,413.8,0.872416688,0.866911429,0.879327633,186.2,0.921,0.907557618,0.90626904,0.909720504,600,0.92124377,0.922166713,0.921,600,1,16,2,128,1
1752,..\experiments\383,256,FALSE,FALSE,0,FALSE,0.5,128,383,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943126254,0.939329959,0.947766536,413.8,0.872003151,0.882711372,0.864957273,186.2,0.921333333,0.907564703,0.911020666,0.906361904,600,0.921208539,0.922792398,0.921333333,600,3,64,3,64,5
2150,..\experiments\741,256,FALSE,FALSE,0,FALSE,0.5,128,741,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943126254,0.939329959,0.947766536,413.8,0.872003151,0.882711372,0.864957273,186.2,0.921333333,0.907564703,0.911020666,0.906361904,600,0.921208539,0.922792398,0.921333333,600,3,64,3,64,5
940,..\experiments\1844,256,FALSE,FALSE,0,TRUE,0.8,128,1844,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.939720548,0.974466791,0.908021144,413.8,0.878948958,0.822592524,0.946138201,186.2,0.919666667,0.909334753,0.898529657,0.927079672,600,0.921142993,0.928025997,0.919666667,600,1,128,2,64,4
2113,..\experiments\708,256,FALSE,FALSE,0,FALSE,0.5,128,708,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942720043,0.943072411,0.943862603,413.8,0.872552555,0.876809839,0.874533092,186.2,0.921,0.907636299,0.909941125,0.909197847,600,0.921111725,0.924214749,0.921,600,3,64,2,256,1
1856,..\experiments\477,256,FALSE,FALSE,0,FALSE,0.5,128,477,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.943154891,0.937958614,0.948915599,413.8,0.871695651,0.884376382,0.861474399,186.2,0.921333333,0.907425271,0.911167498,0.905194999,600,0.921061063,0.921964354,0.921333333,600,2,16,2,64,5
2058,..\experiments\659,256,FALSE,FALSE,0,FALSE,0.5,128,659,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943204986,0.939378649,0.94811947,413.8,0.871329229,0.883764427,0.863736825,186.2,0.921333333,0.907267108,0.911571538,0.905928147,600,0.921018052,0.922990144,0.921333333,600,3,256,2,64,3
2111,..\experiments\706,256,FALSE,FALSE,0,FALSE,0.5,128,706,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.94295682,0.939581708,0.946720612,413.8,0.871087246,0.878595886,0.865114051,186.2,0.921,0.907022033,0.909088797,0.905917332,600,0.920870972,0.921520943,0.921,600,2,128,2,256,5
2087,..\experiments\685,256,FALSE,FALSE,0,FALSE,0.5,128,685,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.945512418,0.918710111,0.974211,413.8,0.865419062,0.935542313,0.807112039,186.2,0.922666667,0.90546574,0.927126212,0.89066152,600,0.920829466,0.923902541,0.922666667,600,3,128,2,128,3
1617,..\experiments\261,256,FALSE,FALSE,0,FALSE,0.5,128,261,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943441856,0.934421207,0.95353965,413.8,0.870557516,0.892630635,0.853200442,186.2,0.921333333,0.906999686,0.913525921,0.903370046,600,0.920817002,0.922617977,0.921333333,600,2,16,2,64,5
1740,..\experiments\372,256,FALSE,FALSE,0,FALSE,0.5,128,372,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942561503,0.942987497,0.944905457,413.8,0.872593985,0.884027951,0.872079748,186.2,0.921,0.907577744,0.913507724,0.908492603,600,0.920784667,0.925967437,0.921,600,3,8,3,64,1
1053,..\experiments\1946,256,TRUE,FALSE,0,FALSE,0.5,256,1946,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.939192554,0.961739008,0.922177184,413.8,0.878541958,0.855660957,0.916768195,186.2,0.919333333,0.908867256,0.908699982,0.91947269,600,0.920576437,0.930331161,0.919333333,600,1,128,4,64,4
2387,..\experiments\955,256,FALSE,FALSE,0,FALSE,0.5,128,955,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943699724,0.931955936,0.956135531,413.8,0.868667418,0.896359035,0.844666054,186.2,0.921333333,0.906183571,0.914157486,0.900400792,600,0.92057107,0.921441403,0.921333333,600,3,128,5,256,3
1306,..\experiments\2173,256,FALSE,FALSE,0,FALSE,0.8,256,2173,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.937036796,0.998944591,0.882465827,413.8,0.883123431,0.792436694,0.997765363,186.2,0.918333333,0.910080114,0.895690642,0.940115595,600,0.920521742,0.935127451,0.918333333,600,1,128,3,64,3
398,..\experiments\1356,256,FALSE,FALSE,0,FALSE,0.5,128,1356,0.1,5,bce,1.00E-05,conv1d_embed,,adam,FALSE,32,0.945264098,0.916220231,0.976747381,413.8,0.865574551,0.941276156,0.803600743,186.2,0.922333333,0.905419324,0.928748193,0.890174062,600,0.920382395,0.924453651,0.922333333,600,3,64,2,256,1
2052,..\experiments\653,256,FALSE,FALSE,0,FALSE,0.5,128,653,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.943853202,0.926690402,0.96190609,413.8,0.86812624,0.907692459,0.832670288,186.2,0.921333333,0.905989721,0.917191431,0.897288189,600,0.920373596,0.92135346,0.921333333,600,2,256,2,64,5
1865,..\experiments\485,256,FALSE,FALSE,0,FALSE,0.5,128,485,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.942950014,0.936169685,0.950026275,413.8,0.869216416,0.883923518,0.855798563,186.2,0.920666667,0.906083215,0.910046602,0.902912419,600,0.920346095,0.920645475,0.920666667,600,3,16,2,64,3
1100,..\experiments\1989,256,FALSE,FALSE,0,TRUE,0.8,256,1989,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.937242541,0.99621567,0.885187771,413.8,0.881554322,0.794233072,0.992505779,186.2,0.918,0.909398431,0.895224371,0.938846775,600,0.920299037,0.934541244,0.918,600,1,128,2,128,2
1722,..\experiments\356,256,FALSE,FALSE,0,FALSE,0.5,128,356,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.941821286,0.945325045,0.939193415,413.8,0.871700611,0.866739424,0.880388361,186.2,0.92,0.906760949,0.906032235,0.909790888,600,0.920203276,0.922185759,0.92,600,1,8,3,64,5
1444,..\experiments\2298,256,FALSE,FALSE,0,FALSE,0.5,64,2298,0.1,5,bce,0.01,conv1d_embed,,adam,FALSE,32,0.937423826,0.984070384,0.897065851,413.8,0.880672361,0.814814559,0.967091859,186.2,0.918,0.909048093,0.899442472,0.932078855,600,0.920169928,0.932855611,0.918,600,1,128,3,32,2
2110,..\experiments\705,256,FALSE,FALSE,0,FALSE,0.5,128,705,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942814145,0.934909609,0.951418898,413.8,0.869042491,0.891156871,0.85084993,186.2,0.920666667,0.905928318,0.91303324,0.901134414,600,0.920134198,0.921288268,0.920666667,600,2,64,2,256,5
2373,..\experiments\942,256,FALSE,FALSE,0,FALSE,0.5,128,942,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942132255,0.941946659,0.942895092,413.8,0.869735235,0.873315182,0.86884628,186.2,0.92,0.905933745,0.90763092,0.905870686,600,0.92005993,0.921336893,0.92,600,2,64,5,256,1
1479,..\experiments\2329,256,FALSE,FALSE,0,FALSE,0.5,128,2329,0.1,5,bce,0.01,conv1d_embed,,adam,FALSE,32,0.940013143,0.961183288,0.920885811,413.8,0.873615587,0.841730996,0.912064022,186.2,0.919,0.906814365,0.901457142,0.916474917,600,0.919733233,0.923922858,0.919,600,1,128,2,32,3
988,..\experiments\1888,256,FALSE,FALSE,0,FALSE,0.8,128,1888,0.1,5,bce,0.0001,conv1d_embed,,adam,FALSE,32,0.936538225,0.998379597,0.882105597,413.8,0.881168915,0.790525949,0.996645531,186.2,0.917333333,0.90885357,0.894452773,0.939375564,600,0.919666987,0.934688412,0.917333333,600,1,128,3,128,3
2377,..\experiments\946,256,FALSE,FALSE,0,FALSE,0.5,128,946,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.940258365,0.954331353,0.927195323,413.8,0.872418464,0.846972192,0.902153086,186.2,0.918666667,0.906338415,0.900651773,0.914674205,600,0.919458216,0.922230421,0.918666667,600,2,128,5,256,3
2199,..\experiments\786,256,FALSE,FALSE,0,FALSE,0.5,128,786,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.942351975,0.935054868,0.950245418,413.8,0.867432698,0.888810139,0.849525255,186.2,0.92,0.904892336,0.911932503,0.899885337,600,0.919398542,0.920251014,0.92,600,2,64,3,256,5
1712,..\experiments\347,256,FALSE,FALSE,0,FALSE,0.5,128,347,0.1,5,bce,0.001,conv1d_embed,,adam,FALSE,32,0.941306034,0.942707783,0.941488449,413.8,0.87045336,0.874469434,0.873262294,186.2,0.919333333,0.905879697,0.908588608,0.907375372,600,0.919357271,0.922653494,0.919333333,600,3,64,3,16,5
